dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,wobbliness,temp,atemp,hum,congeniality,windspeed,casual,registered,cnt
40750,3,0,7,13,0,2,1,1,74.09414674,0.84,0.7273,0.32,2.4327,0.2985,43,139,182
40750,3,0,7,14,0,2,1,1,17.33652186,0.86,0.7424,0.3,2.4376,0.2836,46,101,147
40750,3,0,7,16,0,2,1,1,90.30715519,NA,0.7576,0.36,2.5424,0.2836,41,213,254
40750,3,0,7,17,0,2,1,1,59.15868693,0.86,0.7576,0.36,2.5424,0.3582,72,465,537
40750,3,0,7,18,0,2,1,1,78.66567887,0.84,0.7424,0.39,2.5576,0.3881,68,478,546
40750,3,0,7,19,0,2,1,1,15.92988074,0.82,0.7424,0.43,2.5776,0.2985,69,329,398
40750,3,0,7,20,0,2,1,1,54.18949663,NA,0.7273,0.46,2.5927,0.2537,47,243,290
40750,3,0,7,21,0,2,1,1,2.119331465,0.78,0.7121,0.49,2.6079,0.2239,45,222,267
40750,3,0,7,22,0,2,1,1,53.41384035,0.76,0.697,0.55,NA,0.1343,27,131,158
40750,3,0,7,23,0,2,1,1,41.15258002,0.76,0.7121,0.58,2.7279,NA,18,71,89
40751,3,0,7,1,0,3,1,1,16.42023088,0.78,0.7121,0.49,2.6079,0.194,1,9,10
40751,3,0,7,2,0,3,1,1,84.11048137,0.76,0.697,0.52,2.623,0.2985,1,5,6
40751,3,0,7,3,0,3,1,1,56.17347408,0.72,0.6667,0.58,2.6533,0.1642,0,4,4
40751,3,0,7,4,0,3,1,1,47.96528654,0.72,0.6667,0.51,2.5133,0.194,1,3,4
40751,3,0,7,5,0,3,1,1,18.32230903,0.7,0.6515,0.54,2.5285,0.2836,0,18,18
40751,3,0,7,6,0,3,1,1,70.98887181,0.7,0.6515,0.54,2.5285,0.2239,4,119,123
40751,3,0,7,7,0,3,1,1,63.39803924,0.72,0.6667,0.48,2.4533,0.2537,34,313,347
40751,3,0,7,8,0,3,1,1,75.91146705,0.74,0.6667,0.42,2.3933,0.2537,28,405,433
40751,3,0,7,9,0,3,1,1,54.40639557,0.76,0.6667,0.35,2.3133,0.2537,27,189,216
40751,3,0,7,10,0,3,1,1,98.02264546,0.78,0.6818,0.33,2.3182,0,32,82,114
40751,3,0,7,11,0,3,1,1,67.4361934,0.8,0.697,0.31,2.323,0,42,94,136
40751,3,0,7,12,0,3,1,1,38.83121688,0.82,0.7121,0.3,2.3479,0.2836,37,132,169
40751,3,0,7,15,0,3,1,1,19.72073323,0.86,0.7424,0.26,2.3576,0.2537,37,103,140
40751,3,0,7,16,0,3,1,1,31.10456078,0.86,0.7273,0.25,2.3527,0.1642,40,228,268
40751,3,0,7,17,0,3,1,1,39.34483709,0.84,0.7121,0.26,2.3279,0.2239,81,491,572
40751,3,0,7,18,0,3,1,1,59.55855901,0.82,0.7121,0.28,2.3079,0.1045,78,463,541
40751,3,0,7,20,0,3,1,1,6.815483416,0.76,0.6818,0.45,2.4982,0.2239,55,239,294
40751,3,0,7,21,0,3,1,1,64.85687051,NA,0.6667,0.48,2.5133,0.1045,49,196,245
40751,3,0,7,22,0,3,1,1,18.07702439,0.72,0.6667,0.48,2.4533,0,37,143,180
40751,3,0,7,23,0,3,1,1,95.21619939,0.74,0.6667,0.45,2.4533,0.0896,16,93,109
40752,3,0,7,1,0,4,1,1,56.6954265,0.72,0.6667,0.51,2.5133,0,3,26,29
40752,3,0,7,3,0,4,1,1,21.33517998,0.72,0.6667,0.54,2.5733,0,0,5,5
40752,3,0,7,4,0,4,1,1,53.45868695,0.7,0.6515,0.61,2.6685,0.1045,0,6,6
40752,3,0,7,5,0,4,1,1,40.93930068,0.7,0.6515,0.65,2.7485,0.1045,1,26,27
40752,3,0,7,6,0,4,1,1,46.65134387,0.7,0.6515,0.7,2.8485,0.0896,6,110,116
40752,3,0,7,7,0,4,1,1,79.47271956,0.72,0.6818,0.7,2.8782,0.1642,27,278,305
40752,3,0,7,9,0,4,1,1,76.77503018,0.78,0.7424,0.59,2.7776,0.194,21,189,210
40752,3,0,7,10,0,4,1,1,19.92806801,0.8,0.7576,0.55,2.7424,0.2836,30,86,116
40752,3,0,7,12,0,4,1,1,43.78440774,0.84,0.803,0.53,2.777,0.2537,35,151,186
40752,3,0,7,13,0,4,1,1,85.13183678,0.86,0.803,0.47,2.717,0.2537,26,126,152
40752,3,0,7,14,0,4,1,2,31.60679939,0.84,0.7879,0.49,2.7121,0.2537,27,111,138
40752,3,0,7,16,0,4,1,1,70.42229942,0.86,0.803,0.47,2.717,0.1642,42,214,256
40752,3,0,7,17,0,4,1,1,81.79981595,0.84,0.803,0.53,2.777,0.194,45,423,468
40752,3,0,7,18,0,4,1,1,72.96133673,0.84,0.8182,0.56,2.8218,0.2239,55,428,483
40752,3,0,7,19,0,4,1,1,74.23189364,0.82,0.803,0.59,2.837,0.194,37,285,322
40752,3,0,7,20,0,4,1,1,21.67792024,0.8,0.7879,0.63,2.8721,0.194,41,229,270
40752,3,0,7,21,0,4,1,1,36.59040877,0.78,0.7576,0.66,2.9024,0.2836,31,165,196
40752,3,0,7,22,0,4,1,1,68.00205341,0.76,0.7273,0.7,2.9527,0.2537,25,149,174
40752,3,0,7,23,0,4,1,1,19.01459159,0.76,0.7424,0.75,3.0376,0.194,28,95,123
40753,3,0,7,0,0,5,1,1,21.02051867,0.74,0.7121,0.79,3.0879,0.1642,12,45,57
40753,3,0,7,1,0,5,1,1,90.14522623,0.74,0.7121,0.79,3.0879,0.1343,12,22,34
40753,3,0,7,4,0,5,1,1,69.60633635,0.72,0.7121,0.84,3.1279,0.1343,2,4,6
40753,3,0,7,5,0,5,1,1,68.6178822,0.72,0.7121,0.84,3.1279,0,4,23,27
40753,3,0,7,7,0,5,1,2,6.019015675,0.74,0.7121,0.79,3.0879,0.0896,26,228,254
40753,3,0,7,9,0,5,1,1,63.16052088,0.86,0.803,0.47,2.717,0.2537,28,151,179
40753,3,0,7,10,0,5,1,1,81.60262877,0.9,0.8485,0.42,2.6915,0.2836,37,69,106
40753,3,0,7,11,0,5,1,1,97.10861816,0.92,0.8788,0.4,2.6812,0.2985,43,118,161
40753,3,0,7,12,0,5,1,1,29.23994311,0.96,0.8636,0.31,2.6364,0.2836,40,95,135
40753,3,0,7,14,0,5,1,1,10.21840166,0.96,0.8636,0.3,2.6164,0.2239,34,114,148
40753,3,0,7,15,0,5,1,1,30.37283821,0.96,0.8636,0.3,2.6164,0.2537,40,129,169
40753,3,0,7,17,0,5,1,1,1.328674332,0.96,0.8636,0.3,2.6164,0.2985,47,374,421
40753,3,0,7,18,0,5,1,1,66.52022618,0.92,0.8636,0.37,2.6364,0.3284,49,313,362
40753,3,0,7,20,0,5,1,1,54.4193281,0.86,0.7879,0.41,2.6121,0.3284,53,153,206
40753,3,0,7,21,0,5,1,1,54.5570902,0.82,0.7576,0.46,2.6224,0.1642,29,134,163
40753,3,0,7,23,0,5,1,1,65.4030751,0.78,0.7121,0.52,2.6679,0.1045,26,90,116
40754,3,0,7,0,0,6,0,1,99.99570952,0.76,0.697,0.55,2.683,0.194,60,73,133
40754,3,0,7,1,0,6,0,1,3.904175947,0.76,0.697,0.55,2.683,0.0896,15,75,90
40754,3,0,7,2,0,6,0,1,83.59869323,0.76,0.697,0.55,2.683,0.1045,11,31,42
40754,3,0,7,3,0,6,0,1,82.37110883,0.74,0.6818,0.62,2.7782,0.1642,18,25,43
40754,3,0,7,4,0,6,0,1,96.10170021,0.72,0.6818,0.66,2.7982,0.1642,4,6,10
40754,3,0,7,6,0,6,0,1,17.22931859,0.72,0.6818,0.7,2.8782,0.2985,6,18,24
40754,3,0,7,7,0,6,0,1,91.0898688,NA,0.7273,0.66,2.8727,0.194,3,39,42
40754,3,0,7,8,0,6,0,1,84.58115056,0.78,0.7424,0.59,2.7776,0.2239,27,87,114
40754,3,0,7,9,0,6,0,1,43.82038521,0.82,0.7576,0.46,2.6224,0.2985,49,125,174
40754,3,0,7,10,0,6,0,1,26.91833034,0.82,0.7424,0.41,2.5376,0.2985,79,182,261
40754,3,0,7,12,0,6,0,1,93.40220657,0.84,0.7273,0.32,2.4327,0.1642,111,230,341
40754,3,0,7,13,0,6,0,,24.20072468,0.88,0.7576,0.29,2.4624,0,125,183,308
40754,3,0,7,14,0,6,0,1,68.98457166,0.9,0.7879,0.29,2.4921,0,112,193,305
40754,3,0,7,15,0,6,0,1,77.09372304,0.9,0.803,0.31,2.517,0.1343,113,189,302
40754,3,0,7,16,0,6,0,1,45.98733593,0.9,0.7879,0.27,2.4521,0.2239,126,176,302
40754,3,0,7,17,0,6,0,1,95.87586946,0.9,0.7879,0.29,2.4921,0.1045,93,209,302
40754,3,0,7,18,0,6,0,1,54.07359479,NA,0.7576,0.28,2.4424,0.194,92,207,299
40754,3,0,7,19,0,6,0,1,37.72922002,0.74,0.6515,0.33,2.2285,0.2239,101,155,256
40754,3,0,7,20,0,6,0,1,34.23543144,0.82,0.7424,0.43,2.5776,0.1343,74,132,206
40754,3,0,7,21,0,6,0,1,35.64887988,0.8,0.7424,0.49,2.6376,0.1642,82,123,205
40754,3,0,7,23,0,6,0,1,54.18343427,NA,0.697,0.55,2.683,0.0896,63,114,177
40755,3,0,7,0,0,0,0,1,36.85486388,0.76,0.697,0.55,2.683,0.0896,33,80,113
40755,3,0,7,1,0,0,0,1,86.85758913,0.74,0.6818,NA,2.7782,0.0896,8,71,79
40755,3,0,7,2,0,0,0,1,43.32998589,0.74,0.697,0.66,2.843,0.0896,19,48,67
40755,3,0,7,3,0,0,0,1,92.88480544,0.74,0.697,0.66,2.843,0,24,26,50
40755,3,0,7,4,0,0,0,1,44.37045105,0.72,0.6818,0.7,2.8782,0,6,7,13
40755,3,0,7,5,0,0,0,1,73.80065351,0.72,0.6818,0.69,2.8582,0,4,4,8
40755,3,0,7,6,0,0,0,1,53.22334443,0.74,0.697,0.7,2.923,0,5,8,13
40755,3,0,7,8,0,0,0,1,26.21378271,0.76,0.697,0.55,2.683,0.2239,54,88,142
40755,3,0,7,9,0,0,0,1,38.11554464,0.8,0.7424,0.49,2.6376,0,55,128,183
40755,3,0,7,10,0,0,0,1,43.60440459,0.84,0.7424,0.36,2.4976,0.1642,91,163,254
40755,3,0,7,11,0,0,0,1,91.2313804,0.86,0.7424,0.28,2.3976,0.1642,112,163,275
40755,3,0,7,13,0,0,0,1,18.2881092,0.9,0.7727,0.24,2.4073,0.1343,142,152,294
40755,3,0,7,14,0,0,0,1,66.62279475,0.9,0.7727,0.24,2.4073,0.1642,130,196,326
40755,3,0,7,15,0,0,0,1,90.17940315,0.92,0.7727,0.18,2.3473,0.2985,109,184,293
40755,3,0,7,17,0,0,0,,12.7696496,0.92,0.7727,0.16,2.3073,0.1642,114,206,320
40755,3,0,7,19,0,0,0,1,2.189347662,0.8,0.7576,0.55,2.7424,0.3284,87,187,274
40755,3,0,7,20,0,0,0,1,34.95958567,0.8,0.7576,0.55,2.7424,0.3284,70,205,275
40755,3,0,7,21,0,0,0,1,54.96027073,0.78,0.7424,0.59,2.7776,0.2985,68,96,164
40755,3,0,7,22,0,0,0,1,3.979759823,0.74,0.697,0.7,2.923,0.2985,25,71,96
40755,3,0,7,23,0,0,0,1,81.28466682,0.74,0.697,0.66,2.843,0.2239,14,56,70
40756,3,0,8,0,0,1,1,1,27.68247931,0.72,0.6818,0.7,2.8782,0.2239,7,22,29
40756,3,0,8,1,0,1,1,1,31.15150155,0.72,0.697,0.74,2.943,0.194,5,12,17
40756,3,0,8,2,0,1,1,,8.647733422,0.7,0.6667,0.74,2.9133,0.1045,4,7,11
40756,3,0,8,4,0,1,1,1,3.579913605,0.66,0.6061,0.83,3.0339,0.1343,2,2,4
40756,3,0,8,5,0,1,1,1,13.03153212,0.66,0.6061,0.83,3.0339,0.1045,2,24,26
40756,3,0,8,6,0,1,1,1,88.62484593,0.66,0.6061,0.83,3.0339,NA,3,97,100
40756,3,0,8,8,0,1,1,1,33.62764938,0.8,0.7273,0.43,2.5327,0.194,35,347,382
40756,3,0,8,9,0,1,1,1,34.34870702,0.82,0.7424,0.41,2.5376,0,27,139,166
40756,3,0,8,10,0,1,1,1,23.31019105,0.86,0.7576,0.36,2.5424,0.1642,27,70,97
40756,3,0,8,11,0,1,1,1,88.27030887,0.88,0.7727,0.32,2.5073,0.1642,53,66,119
40756,3,0,8,12,0,1,1,1,31.36852192,0.9,0.803,0.33,2.557,NA,53,115,168
40756,3,0,8,13,0,1,1,1,28.69570541,0.9,0.803,0.31,2.517,0.2985,38,112,150
40756,3,0,8,14,0,1,1,1,46.56675066,0.92,0.8182,0.29,2.5218,0.194,37,86,123
40756,3,0,8,15,0,1,1,1,70.31357922,0.9,0.7879,0.27,2.4521,0,52,77,129
40756,3,0,8,18,0,1,1,1,35.63691283,0.78,0.697,0.43,2.503,0.194,68,475,543
40756,3,0,8,19,0,1,1,1,24.79876054,0.74,0.6667,0.51,2.5733,0.2239,63,350,413
40756,3,0,8,20,0,1,1,1,2.12375156,0.72,0.6818,0.62,2.7182,0.2239,49,256,305
40756,3,0,8,21,0,1,1,1,29.96184169,0.7,0.6515,0.7,2.8485,0.2537,42,178,220
40756,3,0,8,22,0,1,1,1,29.03710274,0.7,0.6515,0.7,2.8485,0.0896,21,116,137
40756,3,0,8,23,0,1,1,1,5.629614207,0.68,0.6364,0.74,2.8836,0.194,14,82,96
40757,3,0,8,0,0,2,1,1,53.30257737,0.66,0.6212,0.74,2.8388,0,11,18,29
40757,3,0,8,1,0,2,1,1,20.86291701,0.66,0.6212,0.74,2.8388,NA,4,8,12
40757,3,0,8,3,0,2,1,1,16.69714054,0.66,0.6212,0.74,2.8388,0.194,0,5,5
40757,3,0,8,4,0,2,1,1,4.859286326,0.66,0.6212,0.74,2.8388,0.1045,0,10,10
40757,3,0,8,5,0,2,1,1,36.9687257,0.66,0.6212,0.74,2.8388,0.1343,4,17,21
40757,3,0,8,6,0,2,1,1,57.02383947,0.68,0.6364,0.69,2.7836,0.1045,12,105,117
40757,3,0,8,7,0,2,1,1,11.30060084,0.72,0.6667,0.61,2.7133,0.2836,15,320,335
40757,3,0,8,9,0,2,1,1,99.1725684,0.78,0.697,0.46,2.563,0.2985,31,182,213
40757,3,0,8,10,0,2,1,1,18.55744767,0.82,0.7273,0.36,2.4527,0.2985,50,90,140
40757,3,0,8,11,0,2,1,1,47.4810315,0.84,0.7273,0.32,2.4327,0.4179,32,96,128
40757,3,0,8,12,0,2,1,1,81.88521965,0.86,0.7424,0.3,2.4376,0.2836,45,112,157
40757,3,0,8,13,0,2,1,1,52.156483,0.86,0.7424,0.3,2.4376,NA,50,153,203
40757,3,0,8,14,0,2,1,1,63.56954847,0.9,0.7727,0.25,2.4273,0.2836,45,114,159
40757,3,0,8,15,0,2,1,1,13.70898064,0.9,0.7727,0.25,2.4273,0.2836,48,120,168
40757,3,0,8,16,0,2,1,1,11.2025238,0.9,0.7727,0.25,2.4273,0.2836,58,216,274
40757,3,0,8,17,0,2,1,2,66.13821681,0.9,0.7879,0.27,2.4521,0.1343,63,493,556
40757,3,0,8,21,0,2,1,1,82.42900613,0.8,0.7424,0.52,2.6976,0.2239,53,201,254
40757,3,0,8,22,0,2,1,2,64.26133759,0.78,0.7424,0.59,2.7776,0.1642,22,169,191
40757,3,0,8,23,0,2,1,2,38.2287019,0.8,0.7424,0.49,2.6376,0.1642,29,103,132
40758,3,0,8,2,0,3,1,2,20.22065629,0.78,0.7121,0.49,2.6079,0.1642,2,9,11
40758,3,0,8,4,0,3,1,2,63.38823579,0.76,0.697,0.52,2.623,0.1642,0,7,7
40758,3,0,8,6,0,3,1,3,83.19926792,0.72,0.6818,0.66,2.7982,0.4925,9,101,110
40758,3,0,8,7,0,3,1,2,68.79251705,0.74,0.6667,0.51,2.5733,0.2239,19,252,271
40758,3,0,8,8,0,3,1,2,54.61615508,0.74,0.6667,0.51,2.5733,0.1642,29,408,437
40758,3,0,8,10,0,3,1,3,27.42150788,0.74,0.6818,0.58,2.6982,0.0896,9,59,68
40758,3,0,8,13,0,3,1,2,82.70367282,0.76,0.7121,0.58,2.7279,0.2239,37,107,144
40758,3,0,8,14,0,3,1,2,98.68948618,0.76,0.7121,0.58,2.7279,0.2239,43,104,147
40758,3,0,8,15,0,3,1,2,50.00856945,0.7,0.6667,0.79,3.0133,0.1343,31,87,118
40758,3,0,8,16,0,3,1,3,43.84738037,0.68,0.6364,0.79,2.9836,0,21,129,150
40758,3,0,8,17,0,3,1,2,74.3575082,0.7,0.6667,0.79,3.0133,0,47,378,425
40758,3,0,8,18,0,3,1,3,85.69075463,0.7,0.6667,NA,3.1133,0,49,443,492
40758,3,0,8,19,0,3,1,3,22.71952805,0.7,0.6667,0.84,3.1133,0,51,270,321
40758,3,0,8,20,0,3,1,3,57.65282214,0.7,0.6667,0.84,3.1133,0.1045,7,80,87
40758,3,0,8,21,0,3,1,2,17.35437555,0.68,0.6364,0.89,3.1836,0.1343,7,81,88
40758,3,0,8,22,0,3,1,3,50.92185883,0.68,0.6364,NA,3.1836,0.1045,11,66,77
40758,3,0,8,23,0,3,1,2,49.74948041,0.68,0.6364,0.89,3.1836,0.0896,4,52,56
40759,3,0,8,1,0,4,1,2,90.02957537,0.66,0.5909,0.94,3.2691,0.0896,3,14,17
40759,3,0,8,2,0,4,1,2,42.24860831,0.66,0.5909,0.94,3.2691,0.0896,2,5,7
40759,3,0,8,3,0,4,1,3,0.438983945,0.66,0.5909,0.94,3.2691,0.0896,0,3,3
40759,3,0,8,4,0,4,1,2,91.05470605,0.68,0.6364,0.89,3.1836,0,0,7,7
40759,3,0,8,5,0,4,1,2,68.65680024,0.68,0.6364,0.89,3.1836,0,3,17,20
40759,3,0,8,6,0,4,1,2,1.382046204,0.68,0.6364,0.89,3.1836,0.2985,7,90,97
40759,3,0,8,7,0,4,1,2,2.407586734,0.68,0.6364,0.89,3.1836,0.2985,11,271,282
40759,3,0,8,8,0,4,1,2,45.32358635,0.7,0.6515,0.82,3.0885,0.3582,29,369,398
40759,3,0,8,9,0,4,1,1,9.7670706,0.72,0.697,NA,2.943,0.3284,25,162,187
40759,3,0,8,10,0,4,1,1,95.3548583,0.72,0.6667,0.71,2.9133,0.2985,24,89,113
40759,3,0,8,12,0,4,1,2,14.38074114,0.76,0.7121,0.62,2.8079,0.2239,53,152,205
40759,3,0,8,13,0,4,1,1,81.00529428,0.76,0.7121,0.58,2.7279,0,63,142,205
40759,3,0,8,14,0,4,1,,62.19181017,0.8,0.7576,0.55,2.7424,0.1642,53,114,167
40759,3,0,8,15,0,4,1,1,62.15143663,0.8,0.7576,0.55,2.7424,0.2537,50,115,165
40759,3,0,8,16,0,4,1,,93.15182336,0.76,0.7121,0.62,2.8079,0.3284,70,220,290
40759,3,0,8,18,0,4,1,1,46.9000425,0.7,0.6667,0.74,2.9133,0.2985,88,435,523
40759,3,0,8,19,0,4,1,,6.852319926,0.7,0.6667,0.74,2.9133,0.2836,65,301,366
40759,3,0,8,20,0,4,1,2,70.52110566,0.7,0.6667,0.74,2.9133,0.194,41,245,286
40759,3,0,8,21,0,4,1,2,26.91585987,0.7,0.6667,NA,2.9133,0.194,25,186,211
40759,3,0,8,22,0,4,1,1,12.91774295,0.68,0.6364,0.74,2.8836,0.194,33,141,174
40759,3,0,8,23,0,4,1,1,61.08541645,0.66,0.6212,NA,2.8388,0.1045,24,108,132
40760,3,0,8,0,0,5,1,1,85.55885192,0.66,0.6212,0.74,2.8388,0.1045,13,41,54
40760,3,0,8,1,0,5,1,1,49.97893147,0.64,0.5909,0.78,2.8891,0.0896,3,16,19
40760,3,0,8,2,0,5,1,1,17.16910891,0.66,0.6212,0.69,NA,0,5,14,19
40760,3,0,8,3,0,5,1,1,33.79673816,0.64,0.5909,0.78,2.8891,0.0896,0,6,6
40760,3,0,8,4,0,5,1,1,91.02776203,0.64,0.5909,0.78,2.8891,0.1343,1,6,7
40760,3,0,8,5,0,5,1,1,46.91476571,0.64,0.5909,0.78,2.8891,0.0896,0,16,16
40760,3,0,8,6,0,5,1,1,54.82356768,0.64,0.5909,0.78,2.8891,0.1343,7,94,101
40760,3,0,8,8,0,5,1,1,68.19170205,0.7,0.6515,0.65,2.7485,0.2239,39,415,454
40760,3,0,8,9,0,5,1,1,62.36200404,0.72,0.6667,0.58,2.6533,0.1045,43,183,226
40760,3,0,8,10,0,5,1,1,90.79065788,0.74,0.6818,0.55,2.6382,0.1343,50,113,163
40760,3,0,8,12,0,5,1,1,15.46093864,0.76,0.697,0.52,2.623,0.2537,57,159,216
40760,3,0,8,13,0,5,1,1,31.4692425,0.78,0.7121,0.52,2.6679,0.2537,40,164,204
40760,3,0,8,14,0,5,1,2,76.13045112,0.78,0.7121,0.52,2.6679,0.2537,81,164,245
40760,3,0,8,15,0,5,1,1,6.992563089,0.76,0.697,0.55,NA,0.2537,50,160,210
40760,3,0,8,16,0,5,1,1,63.50236519,0.8,0.7424,0.49,2.6376,0.2537,76,254,330
40760,3,0,8,17,0,5,1,1,54.15899038,0.78,0.7121,0.49,2.6079,0.2985,84,466,550
40760,3,0,8,19,0,5,1,1,66.88565862,0.74,0.6818,0.55,2.6382,0.2537,90,282,372
40760,3,0,8,21,0,5,1,1,7.806276336,0.7,0.6515,0.65,2.7485,0.194,54,119,173
40760,3,0,8,22,0,5,1,1,27.74094818,0.7,0.6515,0.65,2.7485,0.2239,51,137,188
40760,3,0,8,23,0,5,1,1,79.29223905,0.68,0.6364,0.69,2.7836,0.2239,37,102,139
40761,3,0,8,0,0,6,0,1,88.4724645,0.66,0.6061,0.78,2.9339,0.194,29,104,133
40761,3,0,8,1,0,6,0,1,33.00045008,0.66,0.6061,0.78,2.9339,0.1642,17,50,67
40761,3,0,8,3,0,6,0,2,87.30120002,NA,0.6061,0.78,2.9339,0.1642,14,28,42
40761,3,0,8,4,0,6,0,2,21.81086644,0.66,0.6061,0.83,3.0339,0.1642,5,5,10
40761,3,0,8,5,0,6,0,1,14.50188389,0.64,0.5758,0.89,3.1242,0.0896,2,4,6
40761,3,0,8,7,0,6,0,1,16.68964906,0.68,0.6364,0.83,3.0636,0.1642,14,49,63
40761,3,0,8,9,0,6,0,1,33.06891173,0.74,0.697,0.7,2.923,0.2239,60,155,215
40761,3,0,8,10,0,6,0,2,57.29830362,0.74,0.697,0.7,2.923,0.2836,91,199,290
40761,3,0,8,11,0,6,0,1,69.48282064,0.78,0.7424,0.62,2.8376,0.2239,138,211,349
40761,3,0,8,12,0,6,0,1,50.02879409,0.8,0.7576,0.55,2.7424,0.2239,130,252,382
40761,3,0,8,13,0,6,0,2,3.840928264,0.8,0.7727,0.59,2.8073,0.3284,176,265,441
40761,3,0,8,14,0,6,0,1,4.367535883,0.82,0.7727,0.52,2.7273,0.2537,176,204,380
40761,3,0,8,15,0,6,0,2,54.98026023,0.84,0.803,0.53,2.777,0.2537,130,232,362
40761,3,0,8,16,0,6,0,3,35.25936331,0.74,0.7121,0.79,3.0879,0.1642,155,188,343
40761,3,0,8,17,0,6,0,3,85.28215864,0.74,0.7121,0.79,3.0879,0.1642,61,88,149
40761,3,0,8,19,0,6,0,3,24.7560487,0.72,0.7121,0.84,3.1279,0.2537,57,114,171
40761,3,0,8,20,0,6,0,3,1.997756733,0.72,0.697,0.79,3.043,0.2836,58,79,137
40761,3,0,8,23,0,6,0,3,40.06752173,0.7,0.6667,0.84,3.1133,0.2836,29,79,108
40762,3,0,8,0,0,0,0,2,80.74564778,0.7,0.6667,0.84,3.1133,0.2836,14,66,80
40762,3,0,8,1,0,0,0,2,3.923184689,0.7,0.6667,0.84,3.1133,0.2537,10,63,73
40762,3,0,8,3,0,0,0,2,83.97376793,0.7,0.6667,0.84,3.1133,0.1343,9,23,32
40762,3,0,8,5,0,0,0,1,45.51120087,0.7,0.6667,0.89,3.2133,0.194,1,4,5
40762,3,0,8,6,0,0,0,1,9.430614998,0.7,0.6667,0.89,3.2133,0.1642,3,10,13
40762,3,0,8,7,0,0,0,,27.09144559,0.7,0.6667,0.84,3.1133,0.194,11,28,39
40762,3,0,8,8,0,0,0,1,41.88769625,0.72,0.697,0.79,3.043,0.194,23,66,89
40762,3,0,8,9,0,0,0,1,93.62295016,0.76,0.7424,0.75,3.0376,0.1045,82,102,184
40762,3,0,8,10,0,0,0,1,39.85890908,0.8,0.803,0.66,2.917,0.1343,88,178,266
40762,3,0,8,11,0,0,0,1,55.62669678,0.82,0.8333,0.63,2.8867,0,113,156,269
40762,3,0,8,13,0,0,0,1,61.7424639,0.9,0.8485,0.42,2.6915,0.2985,118,206,324
40762,3,0,8,14,0,0,0,1,46.44236255,0.86,0.803,0.47,2.717,0.194,130,192,322
40762,3,0,8,15,0,0,0,3,28.27579955,0.72,0.697,0.74,2.943,0.2985,118,208,326
40762,3,0,8,19,0,0,0,1,21.82528559,0.72,0.697,0.79,3.043,0.1642,68,160,228
40762,3,0,8,20,0,0,0,1,2.844993674,0.72,0.7121,0.84,3.1279,0.1343,50,133,183
40762,3,0,8,22,0,0,0,1,64.65011731,0.7,0.6667,0.89,NA,0.194,21,82,103
40762,3,0,8,23,0,0,0,1,82.99858861,0.7,0.6667,0.79,3.0133,0.1045,12,43,55
40763,3,0,8,0,0,1,1,1,48.73587617,0.7,0.6667,0.79,3.0133,0.1045,13,17,30
40763,3,0,8,1,0,1,1,1,87.85041284,0.68,0.6364,0.83,3.0636,NA,4,8,12
40763,3,0,8,2,0,1,1,1,51.39776171,0.66,0.5909,0.89,3.1691,0,4,3,7
40763,3,0,8,3,0,1,1,1,89.68469359,0.66,0.5909,0.89,3.1691,0,1,0,1
40763,3,0,8,5,0,1,1,1,37.32422099,0.7,0.6667,0.79,3.0133,0.0896,1,14,15
40763,3,0,8,6,0,1,1,1,91.11683337,0.7,0.6515,0.65,2.7485,0.2836,8,87,95
40763,3,0,8,7,0,1,1,1,76.36299874,0.72,0.6818,0.62,2.7182,0.2985,18,249,267
40763,3,0,8,8,0,1,1,1,59.10864343,0.74,0.6818,0.58,2.6982,0.3284,29,320,349
40763,3,0,8,9,0,1,1,1,38.61450797,0.76,0.697,0.55,2.683,0.3881,37,146,183
40763,3,0,8,10,0,1,1,1,63.44577997,0.8,0.7424,0.52,2.6976,0.3881,62,62,124
40763,3,0,8,11,0,1,1,1,64.62282342,0.82,0.7424,0.48,2.6776,0.3582,90,89,179
40763,3,0,8,14,0,1,1,1,59.62926299,0.82,0.7424,0.43,2.5776,0.2985,41,109,150
40763,3,0,8,15,0,1,1,1,95.70815466,0.84,0.7576,0.41,2.5824,0.2985,40,86,126
40763,3,0,8,16,0,1,1,1,10.80367218,0.86,0.7727,0.39,2.5873,0.2836,64,218,282
40763,3,0,8,17,0,1,1,1,64.65241797,0.86,0.7727,0.39,2.5873,0.1642,67,460,527
40763,3,0,8,18,0,1,1,1,27.48518141,0.84,0.7576,0.41,2.5824,0.1343,64,465,529
40763,3,0,8,19,0,1,1,1,44.51122009,0.82,0.7424,0.43,2.5776,0.1045,64,352,416
40763,3,0,8,20,0,1,1,1,26.20968292,0.8,0.7576,0.55,2.7424,0,71,215,286
40763,3,0,8,22,0,1,1,1,79.42520927,0.76,0.7121,0.58,2.7279,0.1045,26,121,147
40763,3,0,8,23,0,1,1,1,5.215207986,0.74,0.697,0.66,2.843,0.1045,19,53,72
40764,3,0,8,0,0,2,1,1,47.83723147,0.72,0.697,0.79,3.043,0.1343,10,25,35
40764,3,0,8,1,0,2,1,1,98.94805488,0.72,0.6818,0.66,2.7982,0,5,9,14
40764,3,0,8,2,0,2,1,1,70.36091838,0.72,0.6818,0.7,2.8782,0,9,3,12
40764,3,0,8,4,0,2,1,1,84.65561311,0.7,0.6667,0.74,2.9133,0,1,6,7
